replicateid,beta,eir,pfprunder5,pfpr2to10,pfprall
2254,0.01,0.129594622222222,1.19152633333333,1.18683172592593,1.10156835555556
2255,0.02,0.958441029629629,7.09992177777778,6.34096288888889,5.39327548148148
2253,0.03,1.72393414814815,11.0436874074074,9.34247155555556,7.75279192592592
2263,0.04,2.51024622222222,14.49026,11.9173725925926,9.63835059259259
2275,0.05,3.32655281481481,17.6000525925926,14.2836614814815,11.2182733333333
2276,0.06,4.24113866666667,20.2516140740741,16.2270688888889,12.6249696296296
2285,0.07,5.06603859259259,22.8883577777778,18.0423881481481,13.8042651851852
2286,0.08,5.88535414814815,24.7649540740741,19.5481992592593,14.7533607407407
2256,0.09,6.86466237037037,27.247237037037,21.2744466666667,15.8165088888889
2261,0.1,7.77508333333333,29.01752,22.5224274074074,16.6164377777778
2257,0.11,8.77202007407407,31.0486311111111,24.0107674074074,17.41554
2258,0.12,9.62488370370372,32.620277037037,25.1727733333333,18.0350237037037
2265,0.13,10.6347674074074,34.5782918518518,26.5264903703704,18.7638525925926
2266,0.14,11.6849244444444,36.1499911111111,27.53036,19.3295296296296
2259,0.15,12.5828955555555,37.4277518518519,28.5828214814815,19.8780777777778
2268,0.16,13.4931074074074,39.1512377777778,29.5653859259259,20.3854348148148
2269,0.17,14.3753607407407,40.2356444444445,30.2587688888889,20.7634311111111
2270,0.18,15.6202585185185,41.7936444444444,31.2653674074074,21.3138192592593
2274,0.19,16.57384,42.7745251851852,32.1812644444444,21.668622962963
2283,0.2,17.5380377777778,43.7466762962963,32.8275185185185,22.0495007407407
2295,0.21,18.6637629629629,45.0347711111111,33.66842,22.4300266666667
2296,0.22,19.6739637037037,46.2724222222222,34.3871059259259,22.7150281481481
2260,0.23,20.9470711111111,47.3544474074074,35.154437037037,23.148417037037
2271,0.24,22.0335451851852,48.5040777777778,35.9579511111111,23.4929725925926
2272,0.25,22.7152785185185,48.6208088888889,36.027237037037,23.6414125925926
2262,0.26,24.0738888888889,50.3094503703704,37.0872222222222,24.0672688888889
2267,0.27,25.1931533333333,51.8394474074074,37.9834777777778,24.4095666666667
2264,0.28,26.1187407407407,52.2946125925926,38.1735888888889,24.5831918518519
2273,0.29,27.8714444444444,53.3473970370371,39.1046977777778,24.9682177777778
2278,0.3,28.831257037037,54.4107059259259,39.6235059259259,25.1794037037037
2397,0.31,29.8350481481482,55.2557348148148,40.1210874074074,25.4134385185185
2287,0.32,31.08856,55.9459814814815,40.4899503703704,25.6491659259259
2288,0.33,31.8449696296296,56.5330259259259,40.9205362962963,25.8248340740741
2277,0.34,33.1711940740741,57.0270288888889,41.3010029629629,26.07558
2280,0.35,34.4936807407407,58.1068340740741,42.0961222222222,26.3126296296296
2292,0.36,36.039665925926,58.7985888888889,42.6441266666667,26.6383607407407
2309,0.37,37.1234296296296,59.3060637037037,42.9308622222222,26.8046444444444
2311,0.38,38.1397592592593,60.396262962963,43.494102962963,26.9966666666667
2312,0.39,39.6526844444444,61.2592348148148,44.0172577777778,27.2931622222222
2282,0.4,41.1655570370371,61.8253859259259,44.4462985185185,27.5013518518518
2281,0.41,42.4730274074074,62.5436681481481,45.1051814814815,27.7762503703704
2279,0.42,43.6289629629629,63.5582762962963,45.4689725925926,27.9144911111111
2290,0.43,44.8550192592592,63.6958540740741,45.8606622222222,28.1493281481482
2299,0.44,46.3433837037037,64.5561259259259,46.2175666666667,28.3615703703704
2317,0.45,47.3182562962962,64.8392370370371,46.38648,28.4518222222222
2318,0.46,49.1075592592592,65.3274207407408,47.0368525925926,28.7423540740741
2319,0.47,50.3275688888889,65.8614074074074,47.4157881481481,28.9404592592593
2284,0.48,51.6703177777778,66.5243162962963,47.5936925925926,29.0864459259259
2291,0.49,52.8676925925926,67.1299318518519,47.9226288888889,29.2418111111111
2300,0.5,54.0742266666666,67.54632,48.3777777777778,29.4240637037037
2301,0.51,55.7721933333333,68.4556533333333,48.9049274074074,29.7020414814815
2294,0.52,57.1388637037037,69.0921022222222,49.2766844444444,29.8437288888889
2289,0.53,58.700542962963,68.9994733333333,49.5857622222222,29.984457037037
2297,0.54,60.2668103703704,69.8315992592593,50.0721977777778,30.2089985185185
2304,0.55,61.0101214814815,70.0063244444444,50.0276140740741,30.2855414814815
2322,0.56,62.5192051851852,70.3881,50.3195496296296,30.4196051851852
2326,0.57,64.1796881481481,70.9188451851851,50.798102962963,30.6888881481481
2327,0.58,65.1415377777778,71.3756540740741,50.9578562962963,30.8039592592593
2328,0.59,67.4650992592592,71.8786185185185,51.5368955555555,31.0591444444444
2293,0.6,68.6045118518518,72.3663474074074,51.9518111111111,31.2165896296296
2302,0.61,70.2827533333333,72.7032340740741,52.1982518518519,31.3677711111111
2307,0.62,71.8052977777778,73.1382296296296,52.4371666666667,31.4811844444444
2324,0.63,71.9845237037037,73.4930222222222,52.6759896296296,31.6040577777778
2330,0.64,74.3014918518519,73.718162962963,52.8931644444444,31.7951748148148
2331,0.65,74.8747496296295,73.9616888888889,53.1554288888889,31.8430888888889
2332,0.66,77.543442962963,74.6042548148148,53.4871637037037,32.0791977777778
2298,0.67,79.9112874074075,75.602097037037,54.4525933333333,32.3883925925926
2306,0.68,82.4618903703703,75.9154148148148,54.5299051851852,32.638562962963
2316,0.69,82.826277037037,76.1312177777778,54.5954866666667,32.6661792592593
2329,0.7,84.3995377777778,76.3324133333333,54.8414414814815,32.8857555555555
2335,0.71,84.8138007407406,76.497977037037,55.0069822222222,32.8738540740741
2336,0.72,86.9001696296297,76.6332762962963,55.1713074074074,33.0298859259259
2337,0.73,88.4612051851852,77.1759007407408,55.4664985185185,33.2236918518519
2303,0.74,89.9230162962964,77.1779518518518,55.6242177777778,33.3565940740741
2310,0.75,91.1610362962964,77.7624014814815,55.7096437037037,33.3972866666667
2321,0.76,92.5616496296295,77.5104607407408,56.2202303703704,33.5682244444444
2333,0.77,94.7146059259259,78.1038481481481,56.5500525925926,33.7972207407407
2339,0.78,96.5444096296297,78.75408,56.8294933333333,33.9602785185185
2340,0.79,97.3124666666666,78.8725266666667,57.1128911111111,34.02306
2341,0.8,97.7816222222223,79.1647237037037,57.0260333333333,34.0629133333333
2305,0.81,102.113222222222,79.5701407407408,57.4463792592593,34.4833592592593
2313,0.82,102.888377777778,79.488742962963,57.4738733333333,34.4306866666667
2323,0.83,104.889985185185,80.2330992592593,58.0969718518518,34.6902725925926
2334,0.84,106.152222222222,80.1350866666667,58.1949592592593,34.7728911111111
2342,0.85,106.863466666667,80.125577037037,58.1388518518519,34.7903333333333
2343,0.86,109.422577777778,80.5924681481482,58.6264762962963,35.0041533333333
2344,0.87,110.639281481482,80.8430651851852,58.6959807407408,35.1260555555556
2308,0.88,113.414681481481,80.967762962963,58.9867118518519,35.3365718518519
2320,0.89,113.659244444444,80.9756370370371,59.233414074074,35.3840755555556
2325,0.9,115.043977777778,81.6828370370371,59.5819585185185,35.5063777777778
2338,0.91,117.237577777778,81.3337518518518,59.5179407407407,35.6518251851852
2345,0.92,118.656251851852,81.919217037037,59.7241866666667,35.7673955555556
2346,0.93,121.321118518519,82.00148,60.2203259259259,35.9825518518518
2394,0.94,123.783881481481,82.4549081481481,60.3772140740741,36.0848318518518
2314,0.95,123.330822222222,82.3398674074074,60.4472407407407,36.0761496296296
2315,0.96,126.902977777778,82.5187244444444,60.6162014814815,36.2573837037037
2400,0.97,127.06482962963,82.6983540740739,60.8765044444445,36.3429725925926
2347,0.98,129.768933333333,82.9450733333333,61.1133155555556,36.5687340740741
2348,0.99,131.036955555556,83.1703755555556,60.956717037037,36.6107259259259
2403,1,130.529725925926,82.8313437037037,60.8053007407407,36.5311666666667
2396,1.01,134.685066666667,83.6312962962963,61.5554296296296,36.9126222222222
2398,1.02,135.337748148148,83.4242740740741,61.3794725925926,36.9420296296296
2401,1.03,136.861081481481,83.8224666666667,61.5804985185185,37.0324385185185
2349,1.04,136.701733333333,83.9244637037037,61.6668822222222,36.9534111111111
2350,1.05,141.206503703704,84.3013481481481,62.264497037037,37.2926288888889
2351,1.06,142.292392592593,84.3103185185185,62.0659637037037,37.3805133333333
2352,1.07,144.004651851852,84.4244466666667,62.4253985185185,37.5340918518519
2399,1.08,148.022488888889,84.7664111111111,62.648502962963,37.7219192592593
2353,1.09,145.984222222222,84.7077903703704,62.5195888888889,37.5696185185185
2402,1.1,149.868162962963,84.9685459259259,63.02758,37.8586014814815
2354,1.11,151.223488888889,85.1049140740741,62.8536,37.897697037037
2355,1.12,152.513503703704,85.4804081481482,63.4691577777778,38.0399911111111
2356,1.13,155.411955555556,85.0816385185185,63.4836540740741,38.2500318518519
2357,1.14,155.531274074074,85.3512592592593,63.17436,38.1955177777778
2358,1.15,158.031333333333,85.4848237037038,63.7706488888889,38.3875940740741
2359,1.16,159.444614814815,86.0166792592592,63.8607474074074,38.3982162962963
2361,1.17,161.691711111111,85.8235755555555,63.9688918518519,38.5326688888889
2360,1.18,162.386711111111,86.0582377777778,64.0936881481481,38.5993155555556
2362,1.19,164.067540740741,86.1089888888889,64.2921903703704,38.6527659259259
2393,1.2,167.018014814815,86.2922362962963,64.3654651851852,38.7890940740741
2395,1.21,168.603274074074,86.1010422222222,64.4591622222222,38.865197037037
2363,1.22,169.141659259259,86.1788251851852,64.4514755555556,38.9956251851852
2364,1.23,171.889214814815,86.6736474074074,64.9931614814815,39.1368466666667
2365,1.24,172.061859259259,86.4939637037037,64.9940807407407,39.1838614814815
2366,1.25,173.662822222222,86.6034503703704,64.9903955555556,39.2172955555556
2369,1.25,174.307644444444,86.9614748148148,64.8170303703704,39.3110637037037
2368,1.26,177.186066666667,86.8780266666667,64.8996488888889,39.4220614814815
2367,1.27,179.040777777778,87.0722185185185,65.4501666666667,39.4749385185185
2372,1.28,179.864577777778,87.0161696296297,65.4031281481481,39.5994992592592
2373,1.29,182.128377777778,87.3518362962963,65.6443474074074,39.6676777777778
2375,1.3,184.381888888889,87.1920977777778,65.5974955555556,39.7278748148148
2376,1.31,186.245792592593,87.3632962962963,65.8201251851852,39.9187822222222
2377,1.32,185.549977777778,87.3716074074074,65.8967192592593,39.8577222222222
2370,1.33,186.203711111111,87.5328488888889,66.0799844444444,39.8792896296296
2384,1.34,190.724059259259,87.7369903703704,66.2182214814815,40.1082437037037
2385,1.35,189.034955555556,87.6312266666667,66.0794585185185,40.0156733333333
2378,1.36,192.555503703704,87.6315866666667,66.3031288888889,40.2022681481481
2379,1.37,195.015837037037,88.1312088888889,66.4413037037037,40.35318
2371,1.38,197.120570370371,87.8571548148148,66.7206940740741,40.4016896296296
2383,1.39,200.430696296296,88.1723822222222,66.7134377777778,40.6216059259259
2389,1.4,202.21322962963,87.9151,66.677157037037,40.6327059259259
2390,1.41,203.755185185185,87.9642474074074,66.9170288888889,40.6955985185185
2391,1.42,203.730666666667,88.2295666666667,66.9950311111111,40.8107251851852
2392,1.43,206.091244444444,88.3560748148148,66.9491696296296,40.9085037037037
2374,1.44,206.642133333333,88.5406281481481,67.4206911111111,40.9428511111111
2381,1.45,211.233318518518,88.5913281481481,67.4515014814815,41.0914940740741
2380,1.46,213.588081481482,88.6508288888889,67.5791777777778,41.2343525925926
2387,1.47,215.662192592593,88.8140066666667,67.76208,41.2969874074074
2388,1.48,217.0592,88.894017037037,67.9083548148148,41.4263911111111
2382,1.49,216.991918518518,88.5995911111111,67.6132622222222,41.3340222222222
2386,1.5,218.755659259259,88.9770585185185,68.0315066666666,41.6120518518519
2404,1.51,222.541874074074,89.0010244444444,68.050034074074,41.6836496296296
2405,1.52,222.662474074074,88.9762177777778,68.0476148148148,41.6424488888889
2409,1.53,223.419896296296,89.2721948148148,68.0634725925926,41.6771481481482
2415,1.54,225.642451851852,88.9367333333334,68.1766,41.6922118518518
2416,1.55,225.967044444445,88.9985985185185,68.5793118518519,41.8737170370371
2406,1.56,231.742777777777,89.5567696296296,68.5997614814815,42.0757681481481
2411,1.57,230.760577777778,89.1636133333333,68.5437177777778,42.0411066666667
2412,1.58,234.108481481481,89.302002962963,68.4549725925926,42.2166266666667
2407,1.59,233.964762962963,89.1783288888889,68.5852377777778,42.1123592592593
2410,1.6,236.397281481482,89.2661037037037,68.8860177777778,42.2817488888889
2414,1.61,239.122103703703,89.5560866666666,68.9292096296296,42.4006585185185
2419,1.62,239.302451851852,89.8156792592593,69.0246822222222,42.3881859259259
2422,1.63,241.597162962963,89.7439837037037,68.998642962963,42.4960977777778
2423,1.64,246.680940740741,89.9435792592593,69.4194881481481,42.6643703703704
2424,1.65,245.342955555556,89.874362962963,69.3673133333333,42.715057037037
2408,1.66,249.683688888889,89.9620866666666,69.4765022222222,42.8208007407407
2413,1.67,249.754037037037,89.9579303703704,69.6288214814815,42.8487851851852
2417,1.68,252.967518518518,89.945677037037,69.6341096296296,42.9844044444445
2418,1.69,254.689592592593,89.9979192592593,70.0080162962963,43.0950688888889
2453,1.7,254.050296296296,89.9648074074074,69.6796029629629,43.0299140740741
2420,1.71,256.156111111111,90.2915940740741,70.04968,43.0722251851852
2425,1.72,263.090281481481,90.2234607407408,70.09806,43.3529977777778
2427,1.73,261.076288888889,90.1310844444445,70.1115014814815,43.2955792592593
2432,1.74,261.689562962963,90.2507844444444,69.8918259259259,43.3267244444445
2440,1.75,263.272459259259,90.510542962963,70.2550925925926,43.3380555555555
2443,1.76,266.645933333334,90.4048933333333,70.2511688888889,43.5182711111111
2444,1.77,266.940614814815,90.2716437037037,70.5297614814815,43.5831444444444
2421,1.78,269.844103703704,90.5877962962963,70.2663629629629,43.6064407407407
2428,1.79,271.3968,90.6614511111111,70.5798333333334,43.6799703703703
2436,1.8,270.47282962963,90.3859525925926,70.6136274074074,43.5905681481482
2437,1.81,276.599511111111,90.4919874074074,70.8465325925926,43.9211259259259
2441,1.82,275.244622222222,90.6470940740741,70.7563977777778,43.8352133333333
2449,1.83,277.876703703704,90.7492474074074,70.9485155555555,44.0149703703704
2426,1.84,281.069333333333,90.91768,71.1653229629629,44.0330133333333
2431,1.85,280.730748148148,90.7009674074074,70.8323844444444,44.0786362962963
2435,1.86,284.575785185185,90.7769592592593,70.9142266666667,44.16948
2442,1.87,287.542637037037,91.0052651851852,71.0779955555556,44.3379762962963
2447,1.88,287.055214814815,90.9248422222223,71.0417577777778,44.3242
2448,1.89,289.646,91.0331422222222,71.4790822222222,44.4393451851852
2429,1.9,290.675303703704,91.1665948148148,71.7296244444444,44.520522962963
2433,1.91,292.170674074074,91.2251681481482,71.5787488888889,44.4480511111111
2438,1.92,294.296051851852,91.2256488888889,71.8248725925926,44.7223977777778
2445,1.93,295.596681481481,91.31376,71.5048111111111,44.6090637037037
2450,1.94,298.537822222223,91.2582125925926,72.0213385185185,44.7809385185185
2451,1.95,299.499622222222,91.2249288888889,71.7411585185185,44.7483214814815
2430,1.96,299.017111111111,91.0158288888889,71.7884281481482,44.7355466666667
2434,1.97,304.475177777778,91.2380711111111,71.8780985185185,45.0066962962963
2439,1.98,306.748637037037,91.3413266666667,71.7722777777778,44.9567362962963
2446,1.99,311.287711111111,91.5508288888889,72.2259044444445,45.3337103703704
2452,2,308.6864,91.2194614814815,72.1280459259259,45.1481570370371
